1 1 1 9.802977052873e-06
1 1 2 7.340268368756e-06
1 1 3 3.196807599899e-06
1 1 4 4.857160933021e-06
1 1 5 2.880369632943e-06
1 1 6 7.930766004644e-07
1 1 7 2.658045777255e-06
1 1 8 -3.617109553050e-07
1 1 9 1.448902072802e-06
1 1 10 2.365612474117e-07
1 1 11 1.320519344862e-06
1 1 12 1.592129268977e-06
1 1 13 1.847894694833e-07
1 1 14 4.864089251326e-07
1 1 15 1.074558949018e-07
1 1 16 2.855381616702e-07
1 1 17 1.025240026328e-07
1 1 18 7.313661604980e-08
1 1 19 1.133672751741e-07
1 1 20 1.222866323847e-07
1 2 1 3.469361453647e-06
1 2 2 4.050811336819e-06
1 2 3 1.718976729344e-06
1 2 4 1.890073804617e-06
1 2 5 1.960460688068e-06
1 2 6 1.399612922769e-06
1 2 7 4.005632427365e-06
1 2 8 3.045369897996e-06
1 2 9 2.014331937365e-06
1 2 10 4.227251187272e-07
1 2 11 1.840693742304e-06
1 2 12 6.635984785181e-07
1 2 13 9.220069503415e-07
1 2 14 9.541039988253e-07
1 2 15 5.183919422208e-07
1 2 16 2.718991069873e-07
1 2 17 4.785937237026e-07
1 2 18 3.896071106153e-07
1 2 19 2.668628078785e-07
1 2 20 2.337380248842e-07
1 3 1 -2.376239893421e-06
1 3 2 1.385638592393e-06
1 3 3 6.273928663937e-06
1 3 4 9.844547236550e-06
1 3 5 2.495430133610e-06
1 3 6 1.106394100043e-07
1 3 7 3.772249827694e-06
1 3 8 1.987613557168e-06
1 3 9 1.598617646908e-06
1 3 10 1.864689338203e-06
1 3 11 4.279108142557e-07
1 3 12 7.699336871358e-07
1 3 13 8.758012792925e-07
1 3 14 4.777127829868e-07
1 3 15 7.462538270700e-07
1 3 16 2.360465383362e-07
1 3 17 7.604761142655e-07
1 3 18 5.482007156689e-07
1 3 19 1.817345370167e-07
1 3 20 2.829441571611e-07
1 4 1 -3.835567870677e-06
1 4 2 1.152257885691e-05
1 4 3 9.354265863675e-06
1 4 4 -4.055876922119e-07
1 4 5 9.160732427154e-07
1 4 6 1.444172596055e-06
1 4 7 1.244379795026e-06
1 4 8 2.474434747842e-06
1 4 9 1.078541568626e-06
1 4 10 3.149674187899e-06
1 4 11 1.957952899787e-06
1 4 12 1.464081190524e-06
1 4 13 9.893111619329e-07
