0.000000000000E+000 5.000000000000E-003 1.000000000000E-002 8.486390815731E-003 3.409182377184E-003 4.237383395372E-003 3.801095455139E-003 3.194361532210E-003 3.913027389761E-003
1.000000000000E-002 1.500000000000E-002 2.000000000000E-002 9.731811054753E-003 3.851332432527E-003 4.308821575343E-003 4.748099679694E-003 3.631510338325E-003 4.740970613722E-003
2.000000000000E-002 2.500000000000E-002 3.000000000000E-002 1.132699811305E-002 4.236425537813E-003 4.264897530156E-003 5.444878491925E-003 4.223213251860E-003 5.145612522950E-003
3.000000000000E-002 3.500000000000E-002 4.000000000000E-002 1.376591523148E-002 4.993336147797E-003 4.244575990848E-003 6.029740743606E-003 4.881604704379E-003 6.047926029091E-003
4.000000000000E-002 4.500000000000E-002 5.000000000000E-002 1.726468691817E-002 5.655708372818E-003 4.363792977883E-003 6.705875130456E-003 5.429153106448E-003 7.161379505988E-003
5.000000000000E-002 5.500000000000E-002 6.000000000000E-002 2.152735720242E-002 6.189676760961E-003 4.545667723836E-003 7.654439278300E-003 6.169335237461E-003 8.022212794785E-003
6.000000000000E-002 6.500000000000E-002 7.000000000000E-002 2.735144279512E-002 6.410151001912E-003 4.581102471293E-003 8.642520345965E-003 6.569060370041E-003 9.032188099377E-003
7.000000000000E-002 7.500000000000E-002 8.000000000000E-002 3.542704211488E-002 7.178233807248E-003 5.049545952449E-003 9.405254129146E-003 7.138716564832E-003 1.029422869740E-002
8.000000000000E-002 8.500000000000E-002 9.000000000000E-002 4.690890012976E-002 7.938456652435E-003 5.457832209572E-003 1.028840936327E-002 7.883514154323E-003 1.154590468336E-002
9.000000000000E-002 9.500000000000E-002 1.000000000000E-001 6.559463434204E-002 8.898767356241E-003 5.977373246118E-003 1.056669170908E-002 8.461195306153E-003 1.264396531377E-002
1.000000000000E-001 1.050000000000E-001 1.100000000000E-001 9.815251821338E-002 1.116945725521E-002 6.611192056826E-003 1.061472912070E-002 9.652158925741E-003 1.429202597594E-002
1.100000000000E-001 1.150000000000E-001 1.200000000000E-001 1.535728060341E-001 1.403881056731E-002 7.149187892128E-003 1.047588534753E-002 1.214885591220E-002 1.580025599827E-002
1.200000000000E-001 1.250000000000E-001 1.300000000000E-001 2.468941753885E-001 1.940658711128E-002 8.259523559328E-003 1.032964783523E-002 1.449030497756E-002 1.760582701025E-002
1.300000000000E-001 1.350000000000E-001 1.400000000000E-001 3.928435278068E-001 2.675941653571E-002 9.460542050949E-003 1.050514082085E-002 1.578616372874E-002 1.887790634484E-002
1.400000000000E-001 1.450000000000E-001 1.500000000000E-001 5.772107084107E-001 3.792387264909E-002 1.116486462990E-002 1.090183359365E-002 1.647170021270E-002 2.094090270297E-002
1.500000000000E-001 1.550000000000E-001 1.600000000000E-001 7.794626238766E-001 5.471696106813E-002 1.349296738339E-002 1.157384154684E-002 1.738321369943E-002 2.312801085283E-002
1.600000000000E-001 1.650000000000E-001 1.700000000000E-001 1.021644351183E+000 7.709773253732E-002 1.570362278247E-002 1.241782908825E-002 1.860086387275E-002 2.535033485509E-002
1.700000000000E-001 1.750000000000E-001 1.800000000000E-001 1.349196858271E+000 1.055317707645E-001 1.889799467101E-002 1.318751067008E-002 1.916155434600E-002 2.740758072158E-002
1.800000000000E-001 1.850000000000E-001 1.900000000000E-001 1.820647007871E+000 1.400744946977E-001 2.233913900214E-002 1.279029103774E-002 1.917971502765E-002 2.987230509833E-002
1.900000000000E-001 1.950000000000E-001 2.000000000000E-001 2.459692768775E+000 1.809855230573E-001 2.716677954066E-002 1.296819344509E-002 1.932473932696E-002 3.173784510106E-002
2.000000000000E-001 2.050000000000E-001 2.100000000000E-001 3.201216870983E+000 2.247272372593E-001 3.336797015590E-002 1.362104105766E-002 1.921173486580E-002 3.229983829745E-002
2.100000000000E-001 2.150000000000E-001 2.200000000000E-001 3.832743511157E+000 2.685268223046E-001 3.955225745149E-002 1.482170072967E-002 1.842942205576E-002 3.350109230828E-002
2.200000000000E-001 2.250000000000E-001 2.300000000000E-001 4.289160182405E+000 3.140244230338E-001 4.776148586340E-002 1.597952468156E-002 1.823097081554E-002 3.502834520126E-002
2.300000000000E-001 2.350000000000E-001 2.400000000000E-001 4.539854980596E+000 3.637068677957E-001 5.591641820316E-002 1.743062873015E-002 1.778183359557E-002 3.645736148109E-002
2.400000000000E-001 2.450000000000E-001 2.500000000000E-001 4.623285303360E+000 4.136776424991E-001 6.609778212140E-002 1.874790928364E-002 1.693935538533E-002 3.825366501796E-002
2.500000000000E-001 2.550000000000E-001 2.600000000000E-001 4.596731323031E+000 4.627924590910E-001 7.703505414017E-002 2.060283726487E-002 1.614540698638E-002 3.905495388610E-002
2.600000000000E-001 2.650000000000E-001 2.700000000000E-001 4.555644560704E+000 5.170098031014E-001 8.813314470762E-002 2.266205755023E-002 1.620090045270E-002 3.879224041708E-002
2.700000000000E-001 2.750000000000E-001 2.800000000000E-001 4.536373076171E+000 5.728118744420E-001 1.003783819015E-001 2.507079451765E-002 1.658001838992E-002 3.824850594916E-002
2.800000000000E-001 2.850000000000E-001 2.900000000000E-001 4.542788552284E+000 6.417668828690E-001 1.133826284264E-001 2.757682520946E-002 1.628090381794E-002 3.747710532821E-002
2.900000000000E-001 2.950000000000E-001 3.000000000000E-001 4.562007899305E+000 7.220355126837E-001 1.257378789202E-001 2.967481339380E-002 1.600878169917E-002 3.659129450707E-002
3.000000000000E-001 3.050000000000E-001 3.100000000000E-001 4.541269764249E+000 8.104052860746E-001 1.375235584429E-001 3.182321878593E-002 1.558437858515E-002 3.552819083010E-002
3.100000000000E-001 3.150000000000E-001 3.200000000000E-001 4.510573779685E+000 9.005900824729E-001 1.499260670045E-001 3.422059345326E-002 1.597766239327E-002 3.506887121070E-002
3.200000000000E-001 3.250000000000E-001 3.300000000000E-001 4.424935693741E+000 1.008731443295E+000 1.634681142469E-001 3.693684981978E-002 1.629083741019E-002 3.384491965990E-002
3.300000000000E-001 3.350000000000E-001 3.400000000000E-001 4.251282575083E+000 1.138527618827E+000 1.763111552502E-001 3.926605091534E-002 1.743264696835E-002 3.453701378800E-002
3.400000000000E-001 3.450000000000E-001 3.500000000000E-001 4.008389753678E+000 1.288988819197E+000 1.881946465851E-001 4.195534659822E-002 1.840535359500E-002 3.599880180429E-002
3.500000000000E-001 3.550000000000E-001 3.600000000000E-001 3.698809482663E+000 1.453171187646E+000 1.972697725811E-001 4.318459941789E-002 1.977234896032E-002 3.766515949156E-002
3.600000000000E-001 3.650000000000E-001 3.700000000000E-001 3.335457712176E+000 1.634416692829E+000 2.062616391715E-001 4.508366711718E-002 2.198042259388E-002 3.953729410943E-002
3.700000000000E-001 3.750000000000E-001 3.800000000000E-001 2.928401196902E+000 1.816642550903E+000 2.151528764989E-001 4.724418455916E-002 2.436124005386E-002 4.118955275341E-002
3.800000000000E-001 3.850000000000E-001 3.900000000000E-001 2.521715072053E+000 2.044082435485E+000 2.226991334135E-001 4.978165012613E-002 2.790203514859E-002 4.207404655087E-002
3.900000000000E-001 3.950000000000E-001 4.000000000000E-001 2.138172430074E+000 2.363390642729E+000 2.302975211998E-001 5.198714814904E-002 3.098023711728E-002 4.221889960444E-002
4.000000000000E-001 4.050000000000E-001 4.100000000000E-001 1.778947913885E+000 2.880405196068E+000 2.361134359870E-001 5.416502718108E-002 3.308931367392E-002 4.137778269015E-002
4.100000000000E-001 4.150000000000E-001 4.200000000000E-001 1.516635427518E+000 3.501927260851E+000 2.426360843793E-001 5.665133703724E-002 3.523458425801E-002 4.019754302445E-002
4.200000000000E-001 4.250000000000E-001 4.300000000000E-001 1.307789331055E+000 4.248865004804E+000 2.488501676471E-001 5.947883896142E-002 3.599257477053E-002 4.078835714258E-002
4.300000000000E-001 4.350000000000E-001 4.400000000000E-001 1.117221496807E+000 4.919847824575E+000 2.560068041917E-001 6.172789646077E-002 3.557490318269E-002 4.259050837888E-002
4.400000000000E-001 4.450000000000E-001 4.500000000000E-001 9.408965272176E-001 5.345944820419E+000 2.657593253997E-001 6.479527151889E-002 3.503636892074E-002 4.470839244377E-002
4.500000000000E-001 4.550000000000E-001 4.600000000000E-001 7.761758161361E-001 5.582671923804E+000 2.780016995134E-001 6.798567088332E-002 3.566645042361E-002 4.757737535246E-002
4.600000000000E-001 4.650000000000E-001 4.700000000000E-001 6.445022660544E-001 5.720031068196E+000 2.949503243047E-001 7.168832890005E-002 3.703859054289E-002 5.262901922213E-002
4.700000000000E-001 4.750000000000E-001 4.800000000000E-001 5.421297485650E-001 5.798855439202E+000 3.194429333380E-001 7.462347125099E-002 3.896122084439E-002 5.734615808949E-002
4.800000000000E-001 4.850000000000E-001 4.900000000000E-001 4.554065466950E-001 5.814283447146E+000 3.580774381025E-001 7.622264632028E-002 4.167062729113E-002 6.047516988687E-002
4.900000000000E-001 4.950000000000E-001 5.000000000000E-001 3.804094390779E-001 5.744073829578E+000 4.202002699648E-001 7.789848688013E-002 4.430357127518E-002 6.391815741828E-002
5.000000000000E-001 5.050000000000E-001 5.100000000000E-001 3.157156012885E-001 5.570843825709E+000 5.186461258607E-001 8.051632118311E-002 4.663861929133E-002 6.572905201660E-002
5.100000000000E-001 5.150000000000E-001 5.200000000000E-001 2.621789631278E-001 5.261525921943E+000 6.868450678706E-001 8.321761590682E-002 4.954927115896E-002 6.713982425043E-002
5.200000000000E-001 5.250000000000E-001 5.300000000000E-001 2.187302398167E-001 4.800937453189E+000 9.893828736270E-001 8.704896650140E-002 5.379243449717E-002 6.915522118263E-002
5.300000000000E-001 5.350000000000E-001 5.400000000000E-001 1.824690870819E-001 4.140157413297E+000 1.504343363221E+000 9.181398282902E-002 5.742045634162E-002 7.185912612357E-002
5.400000000000E-001 5.450000000000E-001 5.500000000000E-001 1.482938171443E-001 3.265195403830E+000 2.316055942539E+000 9.907679101365E-002 6.066675422462E-002 7.479385538924E-002
5.500000000000E-001 5.550000000000E-001 5.600000000000E-001 1.165161519298E-001 2.195458467583E+000 3.393221257748E+000 1.089563341262E-001 6.459661602312E-002 7.882272045805E-002
5.600000000000E-001 5.650000000000E-001 5.700000000000E-001 9.184580738028E-002 1.435042029483E+000 4.178601381723E+000 1.215904006027E-001 6.790107536608E-002 8.247148391596E-002
5.700000000000E-001 5.750000000000E-001 5.800000000000E-001 7.200480017620E-002 9.584268372829E-001 4.741399172993E+000 1.392119809368E-001 7.356938030769E-002 8.705700503414E-002
5.800000000000E-001 5.850000000000E-001 5.900000000000E-001 5.701304530336E-002 6.774479425260E-001 5.133036640761E+000 1.609513188355E-001 7.945003145496E-002 9.108409904186E-002
5.900000000000E-001 5.950000000000E-001 6.000000000000E-001 4.509616880889E-002 4.987543892222E-001 5.442996739270E+000 1.909141681319E-001 8.581323374246E-002 9.595503716364E-002
6.000000000000E-001 6.050000000000E-001 6.100000000000E-001 3.636301563325E-002 3.706003295529E-001 5.698937745854E+000 2.329551632786E-001 9.068656908224E-002 1.018640713432E-001
6.100000000000E-001 6.150000000000E-001 6.200000000000E-001 2.874617178008E-002 2.799049850950E-001 5.891196285604E+000 2.925425573339E-001 9.885550194184E-002 1.082570254332E-001
