1 1 1 1.583901478293e-05
1 1 2 1.689815445723e-05
1 1 3 6.599896119295e-06
1 1 4 9.033453787738e-06
1 1 5 -6.584225473047e-07
1 1 6 5.460057240381e-07
1 1 7 2.161643640056e-06
1 1 8 9.727502895255e-07
1 1 9 1.392511265855e-06
1 1 10 8.821705914045e-07
1 1 11 -3.492908878216e-07
1 1 12 7.059346159296e-07
1 1 13 4.894495353228e-07
1 1 14 4.396774681064e-07
1 1 15 6.491460842286e-07
1 1 16 1.363934225461e-07
1 1 17 6.070402025837e-08
1 1 18 2.731551515326e-07
1 1 19 2.890468098773e-07
1 1 20 1.218437350188e-07
1 2 1 1.492273004406e-05
1 2 2 1.167373432414e-05
1 2 3 9.869825620941e-06
1 2 4 1.007091988939e-05
1 2 5 1.299166011464e-06
1 2 6 5.329630371080e-06
1 2 7 3.847727025150e-06
1 2 8 1.710536627346e-06
1 2 9 2.883819872235e-06
1 2 10 2.497938682238e-06
1 2 11 2.564820270401e-06
1 2 12 9.675704705592e-07
1 2 13 1.098289377013e-06
1 2 14 5.837248981808e-07
1 2 15 6.680113264627e-07
1 2 16 4.472214774272e-07
1 2 17 5.025536290054e-07
1 2 18 4.670315637591e-07
1 2 19 2.042547546210e-07
1 2 20 1.270750790063e-07
1 3 1 9.576330869496e-06
1 3 2 2.025533629739e-05
1 3 3 1.236102551507e-05
1 3 4 6.592273142135e-06
1 3 5 7.137849028685e-06
1 3 6 1.027177868534e-05
1 3 7 5.594680313556e-06
1 3 8 2.468155149650e-06
1 3 9 4.077447929486e-06
1 3 10 2.527858409990e-06
1 3 11 2.695311318213e-06
1 3 12 1.591240137878e-06
1 3 13 1.828682325722e-06
1 3 14 1.177071329518e-06
1 3 15 1.031559375886e-06
1 3 16 6.627826277451e-07
1 3 17 5.457803949506e-07
1 3 18 5.260957503811e-07
1 3 19 1.351254866257e-07
1 3 20 4.501176458399e-08
1 4 1 1.224485437408e-05
1 4 2 2.251012603663e-05
1 4 3 1.048735430102e-05
1 4 4 7.006427681180e-06
1 4 5 8.251139248777e-06
1 4 6 4.746701419661e-06
1 4 7 6.659094583945e-06
1 4 8 3.690410817898e-06
1 4 9 2.528297552118e-06
1 4 10 2.225584399193e-06
1 4 11 3.070612772617e-06
1 4 12 1.928999204194e-06
1 4 13 2.006524295156e-06
1 4 14 1.250304634923e-06
1 4 15 1.427497005822e-06
1 4 16 4.020930149912e-07
1 4 17 6.813505009428e-07
1 4 18 3.461118401734e-07
1 4 19 2.340882031599e-07
1 4 20 1.379547019705e-07
2 2 1 2.673590891042e-05
2 2 2 1.575359527096e-05
2 2 3 9.221329501512e-06
2 2 4 1.096258803824e-05
2 2 5 9.831795797343e-06
2 2 6 7.441430731997e-06
2 2 7 7.514090916737e-06
2 2 8 5.726360804965e-06
2 2 9 5.555530212857e-06
2 2 10 2.697005886094e-06
2 2 11 3.487046631152e-06
2 2 12 1.389774036645e-06
2 2 13 8.727710866701e-07
2 2 14 9.084171493909e-07
2 2 15 1.057802329834e-06
2 2 16 1.164757860583e-06
2 2 17 7.838985229781e-07
2 2 18 4.803985299902e-07
2 2 19 2.263368853336e-07
2 2 20 4.414928509014e-07
2 3 1 3.005530357770e-05
2 3 2 2.052570983373e-05
2 3 3 2.034657757600e-05
2 3 4 1.935311105782e-05
2 3 5 1.354384915185e-05
2 3 6 1.073525984443e-05
2 3 7 7.869098989092e-06
2 3 8 6.446212223208e-06
2 3 9 5.972187741315e-06
2 3 10 4.366391235041e-06
2 3 11 4.469876290778e-06
2 3 12 3.310804181995e-06
2 3 13 2.293310441151e-06
2 3 14 2.016319793053e-06
2 3 15 1.206910317208e-06
2 3 16 1.281560557218e-06
2 3 17 1.186234679655e-06
2 3 18 8.294924504753e-07
2 3 19 4.597010515734e-07
2 3 20 2.046254960618e-07
2 4 1 4.152732957259e-05
2 4 2 2.481334019392e-05
2 4 3 2.637160709887e-05
2 4 4 1.844923675746e-05
2 4 5 1.461984594627e-05
2 4 6 1.537917443598e-05
2 4 7 1.084976207373e-05
2 4 8 9.055041893055e-06
2 4 9 6.132063459690e-06
2 4 10 4.598100540002e-06
2 4 11 5.041882870007e-06
2 4 12 4.174092136157e-06
2 4 13 3.050643471241e-06
2 4 14 2.524650287237e-06
2 4 15 2.181882339428e-06
2 4 16 1.597276371302e-06
2 4 17 1.120832928100e-06
2 4 18 1.026842723354e-06
2 4 19 3.583650357288e-07
2 4 20 4.598964363142e-07
3 3 1 4.846605034803e-05
3 3 2 4.340647035481e-05
3 3 3 3.416538953741e-05
3 3 4 2.924272504180e-05
3 3 5 2.481958318049e-05
3 3 6 2.201634388560e-05
3 3 7 1.721576050962e-05
3 3 8 1.433492462551e-05
3 3 9 1.106652714462e-05
3 3 10 1.087901256334e-05
3 3 11 7.913378922837e-06
3 3 12 5.407623799921e-06
3 3 13 5.257432422796e-06
3 3 14 3.507241299967e-06
3 3 15 1.981364775789e-06
3 3 16 1.962829967137e-06
3 3 17 1.485660390635e-06
3 3 18 8.233617596349e-07
3 3 19 3.934090974604e-07
3 3 20 3.653924475226e-07
3 4 1 5.381555131466e-05
3 4 2 5.131374633322e-05
3 4 3 4.318298489178e-05
3 4 4 3.428863894935e-05
3 4 5 2.595456101162e-05
3 4 6 2.296591677232e-05
3 4 7 2.204933252202e-05
3 4 8 1.857676519530e-05
3 4 9 1.214791550866e-05
3 4 10 1.170704747388e-05
3 4 11 8.264914353335e-06
3 4 12 6.217568484740e-06
3 4 13 5.794232548536e-06
3 4 14 4.714749464679e-06
3 4 15 3.535888759605e-06
3 4 16 2.411708253682e-06
3 4 17 1.464300456017e-06
3 4 18 1.069673167202e-06
3 4 19 7.922438713380e-07
3 4 20 4.731824877373e-07
4 4 1 7.842568645445e-05
4 4 2 7.817323650840e-05
4 4 3 3.632301034303e-05
4 4 4 3.495778871816e-05
4 4 5 3.112693699745e-05
4 4 6 2.802008916470e-05
4 4 7 1.861848536123e-05
4 4 8 1.988593404605e-05
4 4 9 1.847282228576e-05
4 4 10 1.380482321030e-05
4 4 11 9.880448448446e-06
4 4 12 8.381427088856e-06
4 4 13 6.147519859707e-06
4 4 14 5.128177501293e-06
4 4 15 3.663254815431e-06
4 4 16 3.456780952609e-06
4 4 17 2.127836847427e-06
4 4 18 1.163323613975e-06
4 4 19 6.002595896206e-07
4 4 20 4.308668731752e-07
